Frame,Elbow_Angle,Shoulder_Angle,Wrist_Angle,Hip_Angle,Knee_Angle
7,86.45373802530946,9.329490257084114,77.31279675666877,160.96226317575793,149.87359624418758
8,66.20833826639323,6.931521397833672,101.19130875492391,155.34929648397954,139.1128552334891
9,55.8547052177596,4.813421168582006,115.28215481591869,154.17626329636582,136.59780885310946
10,38.219860921982225,2.4591388570392456,137.29143140166633,158.37395303664186,133.4272497984826
11,39.268757153261326,2.992549943643707,136.68715367818018,160.0408434505486,133.2654742175033
12,70.57125805052362,43.020524026458034,152.9138411233561,165.0488536438827,135.60581474820162
13,85.63457149670108,64.32638024241349,160.9500687937862,169.44463180086336,138.05530138622345
14,90.7633506942078,77.91172030162365,168.72642900506304,175.23996131531976,153.9378139636033
15,133.77424160779063,122.98207496713898,171.28179639865314,179.98664032943347,162.94166533182067
16,116.61699545532981,107.89948786931215,172.24881872964025,179.79336185979147,168.17244990306358
17,26.990901734437657,13.718863371005565,167.21365200477868,179.03501519182353,172.0468302019252
18,152.27394846031245,142.44899141832124,172.0921598640137,175.12903036573806,175.54526371488072
19,142.3567042019225,139.5218213564576,177.19098135394316,179.65080440879333,173.4686342237881
20,158.44118384194272,148.19993087518895,170.0786339401129,178.48350584919527,176.59837571983118
21,158.35210862704014,146.48596602686962,170.11682877561557,174.70513048770437,178.1466656226552
22,161.9845096231763,149.22381401518942,169.63737349880432,174.5265714831442,178.26304128621987
23,162.78266097298686,149.53296139454392,169.05103203257283,176.34467412229802,179.5327417918282
